age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,income,native_country
58,4,12,2,3,0,4,1,0,1740,40,0,United-States
23,4,9,4,12,1,4,0,0,0,40,0,United-States
45,2,14,2,10,0,4,1,0,0,50,1,United-States
51,4,13,2,12,0,4,1,7688,0,50,1,United-States
43,7,10,0,4,4,4,1,0,0,40,0,United-States
25,7,13,4,8,1,4,0,2597,0,50,0,United-States
36,6,13,2,4,0,4,1,2407,0,40,0,United-States
58,4,9,2,3,0,4,1,0,0,50,0,United-States
33,4,9,0,7,1,4,1,0,0,40,0,United-States
60,2,11,2,8,0,4,1,0,0,40,0,United-States
24,4,9,4,12,3,1,1,0,0,40,0,South
45,4,9,0,4,1,4,0,0,0,46,0,United-States
49,4,9,0,1,1,4,0,0,0,40,0,United-States
19,4,8,4,1,1,4,0,0,0,40,0,United-States
34,7,10,3,1,4,1,0,0,0,38,0,Philippines
42,7,13,0,1,1,4,1,0,0,40,0,United-States
25,4,9,4,9,1,4,0,0,0,50,0,United-States
73,0,9,2,0,0,4,1,0,0,15,0,United-States
59,6,3,2,8,0,4,1,2580,0,15,0,El-Salvador
28,4,9,2,7,0,4,1,2885,0,40,0,United-States
19,4,7,4,8,2,4,1,0,0,30,0,United-States
31,7,13,4,10,1,4,0,0,0,40,0,United-States
58,1,13,4,10,1,4,1,0,0,48,0,United-States
21,4,9,4,3,3,4,1,0,0,13,0,?
47,6,9,2,4,0,4,1,0,0,50,1,United-States
30,4,13,4,12,1,4,1,0,0,40,1,United-States
41,4,4,2,3,0,1,1,0,0,40,0,China
59,0,6,0,0,1,4,0,0,0,40,0,England
43,4,10,5,14,4,4,1,4934,0,51,1,United-States
48,4,9,5,1,1,4,0,0,2001,40,0,United-States
44,4,13,2,12,0,4,1,0,0,50,1,United-States
44,4,10,4,1,1,2,0,0,0,40,0,United-States
24,4,13,4,4,3,2,0,0,0,40,0,United-States
28,4,9,2,3,0,4,1,0,0,43,0,United-States
50,4,9,3,4,4,4,0,0,0,10,0,United-States
33,4,10,2,3,0,4,1,0,0,40,1,United-States
23,2,13,4,10,2,4,0,0,0,50,0,United-States
30,0,9,4,0,3,4,1,0,0,40,0,United-States
46,4,6,2,6,0,4,1,0,0,40,0,United-States
21,7,10,4,13,3,4,1,0,0,10,0,United-States
52,4,5,5,8,1,2,0,0,0,30,0,United-States
26,4,13,4,10,1,4,1,0,0,50,0,United-States
27,7,13,4,13,1,4,1,0,0,12,0,United-States
28,4,7,4,7,4,4,0,0,0,40,0,Nicaragua
50,5,13,2,12,0,4,1,0,0,60,1,United-States
28,4,9,2,3,0,4,1,0,0,35,0,United-States
61,6,7,2,4,0,4,1,0,0,20,0,United-States
32,4,4,5,12,4,4,0,0,0,35,0,United-States
30,1,10,4,3,1,4,1,0,0,40,0,United-States
51,2,13,0,1,1,4,0,0,0,40,0,United-States
40,2,10,4,11,1,4,1,0,2444,40,1,United-States
36,4,9,4,4,1,4,1,0,2258,70,0,United-States
28,4,10,0,8,2,2,1,0,0,24,0,United-States
49,4,12,2,10,0,4,1,0,0,45,1,United-States
61,6,4,2,14,0,4,1,0,0,30,0,United-States
41,6,13,2,4,0,4,1,0,0,60,1,United-States
55,4,9,6,8,4,4,0,0,0,30,0,United-States
36,4,13,2,10,5,4,0,0,0,40,0,United-States
21,4,10,4,1,3,4,0,0,0,40,0,United-States
57,6,10,2,14,0,4,1,0,0,45,1,United-States
49,5,15,2,10,0,4,1,99999,0,37,1,United-States
59,4,7,2,1,0,4,1,0,0,40,0,United-States
41,4,10,5,12,1,4,1,0,0,80,1,United-States
59,4,10,2,3,0,4,1,0,0,40,0,United-States
20,4,9,4,8,3,4,1,0,0,25,0,United-States
42,4,10,0,1,1,2,0,0,0,40,0,United-States
41,2,14,0,10,4,4,0,0,0,60,0,United-States
45,1,13,2,4,0,4,1,0,0,50,1,United-States
36,4,9,4,12,2,1,0,0,0,40,0,?
42,2,12,2,4,5,4,0,0,0,45,1,United-States
25,4,13,2,10,0,4,1,0,0,40,0,United-States
45,4,9,2,3,0,4,1,0,1887,40,1,United-States
58,6,9,2,12,0,4,1,15024,0,40,1,United-States
39,4,9,2,3,0,4,1,0,0,40,0,United-States
34,4,9,2,3,0,4,1,0,0,40,1,United-States
22,6,10,4,3,1,4,1,0,0,40,0,United-States
44,4,9,0,13,1,4,1,0,0,50,1,United-States
53,5,10,6,12,4,4,0,0,0,40,0,United-States
22,4,12,4,6,1,2,1,0,2824,40,1,?
27,4,5,2,11,0,4,1,0,0,40,0,Guatemala
60,4,9,5,8,1,4,0,0,0,25,0,United-States
46,4,13,2,10,0,4,1,3103,0,40,1,United-States
56,5,15,2,10,0,4,1,99999,0,40,1,United-States
36,4,13,4,4,1,4,1,27828,0,40,1,United-States
56,4,9,0,1,4,4,0,0,0,32,0,United-States
35,0,10,2,0,0,1,1,0,0,40,1,Philippines
29,5,13,2,4,0,4,1,0,1740,70,0,United-States
19,4,6,4,6,3,4,1,0,0,39,0,United-States
38,4,9,2,8,0,4,1,0,0,40,0,United-States
40,1,10,2,13,0,4,1,0,0,40,1,United-States
52,4,12,2,4,0,4,1,0,0,55,1,United-States
22,4,10,2,4,5,4,0,0,0,40,0,United-States
32,7,9,0,8,1,4,0,0,0,25,0,United-States
27,4,13,4,4,3,4,0,0,0,40,0,United-States
25,4,13,4,10,3,4,0,0,0,40,0,Guatemala
36,4,14,2,10,0,3,1,0,0,40,1,Iran
22,4,8,4,6,3,0,1,0,0,40,0,United-States
32,6,9,2,3,0,4,1,0,0,45,0,United-States
37,4,13,5,4,4,2,0,0,0,40,0,United-States
22,4,9,4,10,3,4,1,0,0,54,0,United-States
29,4,9,2,1,5,4,0,0,0,40,1,United-States
42,4,1,4,6,1,4,1,0,0,25,0,United-States
45,4,11,4,12,1,4,0,0,0,38,0,United-States
33,4,13,0,1,1,4,0,0,0,45,0,United-States
39,4,10,5,10,4,4,0,0,0,40,0,United-States
27,4,8,4,7,1,4,1,0,0,45,0,United-States
53,2,13,2,10,5,4,0,0,0,50,1,United-States
30,4,13,4,8,1,4,0,0,0,40,0,United-States
52,6,10,6,3,1,2,1,0,0,35,0,United-States
43,5,13,2,12,0,4,1,15024,0,60,1,United-States
47,2,14,4,10,1,4,1,0,0,35,1,United-States
61,4,9,2,11,0,2,1,0,0,40,0,India
39,2,14,0,10,1,2,1,0,0,40,0,Dominican-Republic
47,4,10,0,12,4,4,1,0,0,50,0,United-States
19,4,9,2,3,0,4,1,0,0,25,0,United-States
37,4,10,2,7,0,4,1,3464,0,40,0,United-States
31,4,9,2,3,0,4,1,0,0,51,0,United-States
69,6,11,2,12,0,4,1,0,0,8,0,United-States
22,0,10,4,0,3,4,1,0,0,25,0,United-States
29,4,9,2,7,0,4,1,0,0,40,0,United-States
24,4,10,4,7,3,3,1,0,0,14,0,United-States
42,4,9,5,6,4,4,1,0,0,40,0,Poland
30,2,13,2,11,0,4,1,0,0,72,1,United-States
28,4,14,3,12,1,4,0,0,0,80,1,United-States
27,4,11,4,6,1,4,1,0,0,40,0,United-States
53,4,9,0,4,1,2,0,0,0,40,0,United-States
35,7,9,2,3,0,4,1,0,1651,40,0,United-States
22,4,8,2,14,0,4,1,0,0,40,0,United-States
25,4,9,5,11,3,2,1,0,0,40,0,United-States
38,2,13,2,10,5,2,0,0,1887,40,1,United-States
27,4,13,4,1,4,4,0,0,0,35,0,United-States
30,4,5,2,8,0,4,1,0,0,37,0,United-States
27,4,13,0,10,3,4,0,0,0,50,0,United-States
36,0,9,6,0,1,4,0,0,0,4,0,United-States
32,4,9,4,7,1,4,0,0,0,40,0,United-States
70,4,6,6,3,4,4,1,0,0,45,0,United-States
50,4,9,2,4,0,4,1,0,0,40,0,United-States
40,4,10,2,8,5,4,0,0,0,35,0,United-States
34,4,7,3,3,1,2,1,0,0,55,0,United-States
57,6,9,2,3,0,4,1,0,0,50,0,United-States
39,4,14,4,8,1,4,0,0,0,32,0,United-States
49,4,10,0,8,4,4,0,0,0,40,0,United-States
43,4,10,2,10,0,4,1,5178,0,40,1,United-States
26,4,9,4,1,1,4,0,0,0,45,0,United-States
31,4,10,0,1,4,2,0,0,0,40,0,Japan
60,6,10,2,12,0,4,1,0,0,50,0,United-States
46,4,14,2,10,0,4,1,15024,0,50,1,United-States
26,4,10,2,14,0,4,1,7298,0,55,1,United-States
27,4,15,4,10,3,4,0,0,0,40,0,United-States
31,4,10,2,1,5,2,0,0,0,40,0,United-States
59,4,9,6,4,4,4,0,0,0,50,0,United-States
19,0,10,4,0,3,4,0,0,0,20,0,United-States
18,4,10,4,8,3,4,0,0,0,24,0,United-States
22,4,10,2,4,0,4,1,0,0,45,0,United-States
24,4,12,2,12,3,4,0,0,0,20,0,United-States
53,7,6,2,14,0,4,1,0,0,40,1,United-States
43,4,9,2,6,0,4,1,0,0,42,1,United-States
24,4,10,2,13,0,4,1,0,0,50,1,United-States
60,4,6,6,13,4,4,0,0,0,40,0,United-States
24,4,9,2,3,0,4,1,0,0,40,0,United-States
52,1,9,4,1,1,2,1,0,0,40,0,United-States
32,4,11,2,14,0,4,1,0,0,99,1,United-States
34,4,6,5,8,1,4,0,0,0,35,0,United-States
35,2,12,2,11,0,4,1,0,0,40,1,United-States
38,4,5,3,6,1,4,1,0,0,40,0,Mexico
34,6,9,2,5,0,4,1,4508,0,90,0,United-States
53,2,15,4,10,1,4,0,0,0,50,1,United-States
23,4,9,4,1,1,4,0,0,0,40,0,United-States
40,4,10,2,1,0,4,1,0,0,40,0,United-States
40,4,9,2,3,0,4,1,0,0,40,0,United-States
50,4,9,2,5,0,4,1,0,0,60,1,United-States
17,4,6,4,12,3,4,0,0,0,20,0,United-States
53,2,13,0,10,1,4,0,0,1876,54,0,United-States
32,4,13,0,3,1,4,1,0,0,50,1,United-States
43,0,9,4,0,2,4,0,0,0,40,0,United-States
18,4,7,4,12,3,4,1,0,0,16,0,United-States
62,4,6,0,8,3,4,0,0,0,40,0,United-States
45,4,14,2,8,0,4,1,0,0,40,0,United-States
46,4,16,2,10,0,4,1,0,0,70,0,United-States
73,6,4,2,5,0,4,1,0,0,40,0,United-States
64,4,16,2,10,0,4,1,0,0,60,1,United-States
26,4,13,2,10,5,4,0,0,0,45,1,United-States
23,4,9,4,12,1,4,1,0,0,48,0,United-States
30,4,9,4,7,2,4,1,0,0,40,0,Vietnam
51,4,10,0,1,4,4,0,0,0,40,0,United-States
35,6,13,0,4,4,4,0,0,0,55,0,United-States
39,4,10,4,1,1,4,0,13550,0,45,1,United-States
35,5,14,2,10,0,1,1,0,0,40,1,India
41,4,9,6,7,1,4,0,0,0,40,0,United-States
31,4,10,0,3,3,4,1,4650,0,40,0,United-States
40,4,13,2,12,0,4,1,0,0,50,1,United-States
46,2,15,2,10,0,1,1,0,0,40,1,Philippines
31,4,9,4,8,1,4,0,0,0,30,0,United-States
41,5,10,0,7,1,4,0,0,0,40,0,Honduras
42,4,13,2,4,0,4,1,3137,0,40,0,United-States
23,4,9,4,12,3,4,1,0,0,40,0,United-States
21,0,10,4,0,3,4,1,0,0,35,0,United-States
49,4,10,2,1,0,4,1,0,0,45,1,United-States
53,4,11,0,13,1,2,1,0,0,40,0,United-States
38,2,13,4,11,1,4,0,4787,0,43,1,United-States
36,4,12,0,4,4,1,0,0,0,40,0,Taiwan
32,4,10,4,3,4,4,1,0,0,72,0,Mexico
20,4,7,4,14,2,4,1,0,0,40,0,Guatemala
17,0,7,4,0,3,4,1,0,0,10,0,United-States
22,4,10,4,13,2,1,0,0,0,32,0,United-States
25,4,11,4,3,4,0,1,0,0,40,0,United-States
58,4,9,2,3,0,4,1,0,1902,40,0,United-States
24,4,10,4,5,1,4,1,0,0,20,0,United-States
48,7,9,0,3,3,4,1,8614,0,40,1,United-States
20,4,2,4,5,1,4,1,0,0,30,0,El-Salvador
60,6,10,2,4,0,4,1,0,0,40,1,United-States
20,4,9,4,8,2,4,1,0,0,30,0,United-States
52,4,10,2,4,0,4,1,0,0,45,1,United-States
36,4,9,2,14,5,4,0,0,0,40,1,United-States
46,2,13,2,10,0,1,1,0,0,40,1,Philippines
22,4,7,4,12,4,4,0,0,0,25,0,United-States
19,4,10,4,4,3,4,0,0,0,35,0,United-States
37,4,9,4,12,4,4,1,0,0,40,0,United-States
30,4,11,0,12,1,4,0,0,0,40,1,United-States
44,4,12,4,3,1,4,1,0,0,25,0,United-States
63,0,9,2,0,0,4,1,0,0,25,0,United-States
22,4,9,4,12,1,4,1,0,0,45,0,Canada
31,5,13,2,12,0,4,1,3908,0,50,0,United-States
17,4,7,4,1,3,4,1,0,0,40,0,United-States
21,4,9,4,6,1,4,1,0,0,40,0,United-States
67,4,14,2,4,0,4,1,0,0,40,1,United-States
46,4,4,0,4,1,4,1,0,0,40,0,United-States
29,4,9,0,6,3,4,1,0,0,50,0,United-States
20,4,10,4,6,3,4,0,0,0,6,0,United-States
27,4,10,4,8,3,4,1,0,0,24,0,United-States
35,4,10,2,3,0,4,1,0,0,40,1,United-States
19,4,10,4,1,3,4,0,0,0,30,0,United-States
36,4,8,5,8,4,4,0,0,0,40,0,Mexico
43,4,13,2,4,0,4,1,15024,0,50,1,United-States
62,7,13,0,10,1,4,1,0,0,40,0,United-States
28,4,15,4,10,1,4,1,0,2339,40,0,Canada
18,4,7,4,8,3,4,0,0,0,15,0,United-States
59,4,15,2,14,0,2,1,15024,0,50,1,United-States
37,4,13,0,4,1,4,1,0,0,40,0,United-States
27,4,10,4,3,1,2,1,0,0,40,0,United-States
46,2,14,0,10,4,4,0,0,0,43,0,United-States
29,4,7,5,12,1,4,0,0,2754,42,0,United-States
33,4,13,2,4,5,4,0,0,0,40,1,United-States
62,4,9,2,3,0,4,1,0,0,40,0,United-States
46,4,16,2,10,0,4,1,0,2415,55,1,United-States
28,4,6,2,7,0,4,1,0,0,40,0,United-States
22,4,10,4,12,3,4,0,0,0,35,0,United-States
46,1,14,2,2,0,4,1,0,1887,40,1,United-States
54,5,10,2,12,0,4,1,0,1977,40,1,United-States
34,4,9,2,3,0,4,1,0,0,72,0,United-States
67,0,16,2,0,0,4,1,0,0,20,1,Canada
62,4,13,2,12,0,4,1,0,0,20,1,United-States
30,4,10,2,6,0,4,1,0,0,40,0,Poland
19,4,9,4,8,3,4,1,0,0,20,0,United-States
49,0,4,2,0,0,4,1,0,0,99,0,United-States
27,4,11,4,7,4,4,1,0,0,45,0,United-States
36,4,10,2,3,0,4,1,0,0,50,1,United-States
52,4,13,2,7,0,4,1,0,0,40,1,United-States
47,4,8,3,4,1,4,0,0,0,55,0,United-States
57,2,9,0,11,1,4,0,0,0,40,0,United-States
64,4,10,3,4,4,4,0,0,0,40,0,United-States
56,0,9,0,0,1,4,1,0,0,40,0,United-States
53,4,7,6,8,3,4,0,0,0,47,0,United-States
53,4,13,2,3,0,4,1,0,0,44,1,United-States
31,4,10,5,12,4,1,1,0,0,40,0,South
41,4,13,2,4,0,4,1,7688,0,45,1,United-States
45,2,9,5,8,4,2,0,0,0,40,0,United-States
63,0,13,2,0,0,4,1,0,2179,45,0,United-States
45,7,9,0,1,2,4,0,0,0,40,0,United-States
23,4,10,4,8,1,4,0,0,0,28,0,United-States
39,2,14,2,10,0,4,1,0,0,72,0,United-States
31,4,11,2,4,0,4,1,0,0,40,0,United-States
35,6,13,2,5,0,4,1,0,0,45,0,United-States
54,4,14,2,14,0,4,1,7688,0,60,1,United-States
22,0,10,4,0,3,4,0,0,0,40,0,Mexico
40,2,13,0,10,4,4,0,5455,0,40,0,United-States
55,6,13,2,4,0,4,1,0,0,40,1,United-States
31,4,9,2,3,0,4,1,0,0,40,0,United-States
58,5,7,2,14,0,4,1,0,0,60,0,United-States
31,4,16,2,10,0,4,1,0,1977,99,1,United-States
46,6,9,6,8,2,4,0,0,0,40,0,United-States
38,4,11,2,3,0,4,1,0,0,40,0,United-States
22,2,10,4,10,3,4,0,594,0,25,0,United-States
17,0,6,4,0,3,4,1,0,0,30,0,United-States
48,6,9,2,3,0,4,1,0,0,60,0,England
73,4,13,2,10,0,4,1,0,0,15,0,United-States
25,4,13,2,1,0,4,1,0,0,45,1,United-States
53,1,10,0,5,1,4,1,0,0,40,0,United-States
46,4,10,2,14,0,4,1,7298,0,45,1,United-States
45,5,13,2,4,5,1,0,99999,0,25,1,?
37,4,13,4,10,1,2,0,0,0,40,0,United-States
30,4,9,2,6,0,4,1,0,0,50,0,United-States
29,4,9,2,7,0,4,1,0,0,40,0,United-States
29,7,10,2,11,0,4,1,0,0,40,0,United-States
75,0,13,6,0,1,4,0,0,0,6,0,United-States
58,4,14,2,4,0,4,1,0,0,40,1,United-States
42,6,4,2,8,5,2,0,0,0,50,0,United-States
62,2,5,0,11,1,2,1,0,0,24,0,United-States
45,2,13,2,5,0,1,1,7298,0,40,1,United-States
38,4,13,2,12,0,4,1,0,0,40,1,United-States
36,6,13,2,12,0,4,1,0,0,50,1,United-States
70,0,9,6,0,1,4,0,2009,0,40,0,United-States
42,6,4,2,12,0,4,1,0,0,30,0,United-States
47,2,14,2,10,0,4,1,15024,0,35,1,United-States
42,6,10,4,3,4,4,1,0,0,40,0,United-States
43,4,10,2,1,5,2,0,0,0,38,1,United-States
37,4,11,2,3,0,4,1,0,0,40,1,United-States
36,7,10,2,4,5,4,0,7298,0,39,1,United-States
27,4,13,4,13,1,2,0,0,0,40,0,France
54,4,3,3,7,4,4,1,0,0,40,0,Mexico
48,6,9,2,3,0,4,1,0,1902,40,1,United-States
29,4,9,4,8,4,4,0,0,0,30,0,United-States
29,4,9,2,7,0,4,1,0,0,38,0,United-States
37,4,10,0,8,1,4,1,0,0,47,0,United-States
55,5,10,2,12,0,4,1,0,0,40,0,United-States
67,4,9,2,9,5,2,0,0,0,20,0,United-States
51,4,9,6,6,1,4,1,0,0,30,0,United-States
35,4,14,4,10,4,4,0,0,0,32,0,United-States
41,4,4,2,3,0,4,1,0,0,40,0,?
64,6,9,6,8,2,4,0,0,0,40,0,United-States
49,4,13,4,8,1,1,0,0,0,35,0,Philippines
38,6,13,2,10,0,4,1,0,0,70,0,United-States
62,4,9,4,6,2,2,0,0,0,40,0,United-States
62,6,4,2,3,0,4,1,0,0,10,0,United-States
70,0,9,2,0,0,4,1,0,0,14,0,United-States
45,6,14,0,3,1,4,1,0,0,40,0,United-States
20,4,12,4,12,3,4,0,0,0,40,0,United-States
38,4,9,2,7,0,4,1,0,0,48,0,United-States
50,5,13,2,1,0,4,1,0,0,40,0,United-States
40,4,10,2,1,0,2,1,0,0,55,1,United-States
30,4,9,2,3,0,4,1,0,0,70,0,United-States
52,1,10,5,4,1,4,0,0,0,40,0,United-States
28,6,13,4,10,1,2,1,0,0,50,1,United-States
62,6,9,2,14,0,4,1,0,0,30,0,United-States
31,4,9,0,8,4,4,0,0,0,40,0,United-States
40,4,9,2,4,0,4,1,0,0,40,1,United-States
34,4,9,0,12,1,4,0,0,1590,40,0,United-States
53,4,10,2,12,0,4,1,0,0,40,1,United-States
42,4,8,4,5,3,4,1,0,0,40,0,United-States
26,4,10,2,8,0,4,1,0,0,25,0,United-States
51,4,9,2,14,0,4,1,0,0,40,1,United-States
49,4,14,2,10,0,4,1,0,0,50,1,United-States
43,4,9,2,7,0,4,1,0,0,40,0,United-States
42,4,10,0,5,1,4,1,0,0,40,0,United-States
31,4,7,3,12,3,1,0,0,0,40,0,India
26,4,9,2,14,0,3,1,0,0,40,0,United-States
50,4,13,5,10,4,1,0,0,0,40,0,Philippines
35,4,9,2,7,0,4,1,0,0,40,0,United-States
37,4,10,4,13,2,4,0,0,0,40,0,United-States
53,0,9,4,0,1,4,1,0,1504,35,0,United-States
20,4,10,4,12,3,4,1,0,0,16,0,United-States
31,2,15,2,10,0,4,1,0,0,40,1,United-States
28,4,9,4,3,1,4,1,0,0,35,0,United-States
46,4,9,2,13,0,2,1,0,0,40,1,United-States
21,4,10,4,10,3,4,0,0,0,8,0,United-States
41,6,14,2,4,0,4,1,7298,0,70,1,United-States
30,4,13,4,4,1,4,1,0,0,70,1,United-States
66,5,13,2,4,0,4,1,0,0,70,0,United-States
37,5,10,2,12,0,4,1,0,0,60,1,United-States
74,7,4,6,6,1,4,0,0,0,20,0,United-States
46,7,10,2,11,0,2,1,0,0,70,1,United-States
51,4,14,2,4,0,4,1,0,1977,50,1,United-States
33,4,13,2,4,0,4,1,15024,0,50,1,United-States
30,4,3,2,7,0,4,1,3464,0,40,0,Mexico
47,5,13,2,4,0,4,1,0,0,50,1,United-States
49,4,13,0,4,4,4,0,0,0,40,0,United-States
53,4,9,0,3,4,2,0,0,0,48,0,United-States
24,4,11,4,7,1,4,1,0,0,40,0,United-States
54,4,9,2,14,0,4,1,0,0,50,0,United-States
32,4,10,4,3,3,4,1,0,0,40,0,United-States
45,4,10,2,12,0,4,1,0,0,45,0,United-States
46,5,9,3,5,1,4,1,3325,0,45,0,United-States
37,7,10,0,8,1,4,1,0,0,65,0,United-States
48,7,14,2,10,0,4,1,0,0,61,1,United-States
25,4,13,4,1,1,4,0,0,0,40,0,United-States
28,0,9,2,0,5,4,0,3103,0,20,0,United-States
44,0,8,5,0,1,4,0,0,0,36,0,Puerto-Rico
58,0,10,2,0,0,2,1,0,0,30,0,United-States
27,4,10,4,1,4,4,0,0,0,40,0,United-States
69,4,9,6,1,4,4,1,0,0,8,0,United-States
38,4,13,2,12,0,4,1,0,0,52,1,United-States
47,4,8,4,1,2,2,0,0,0,40,0,United-States
30,6,10,4,1,1,4,0,0,0,60,0,United-States
46,4,9,4,6,3,4,1,3674,0,30,0,United-States
27,4,15,4,10,1,4,0,0,0,45,0,United-States
19,4,10,4,12,3,4,1,0,0,35,0,United-States
18,4,9,2,9,1,4,0,3103,0,40,0,United-States
24,4,7,2,3,0,4,1,0,0,50,1,United-States
32,4,13,4,10,1,4,0,0,0,40,0,United-States
38,4,9,2,6,0,2,1,0,0,40,0,United-States
19,4,1,4,5,1,4,1,0,0,36,0,Hong
28,4,10,4,6,1,4,1,0,0,40,0,United-States
39,2,14,4,10,1,4,0,0,0,55,0,United-States
38,6,10,5,12,1,1,1,0,0,60,0,Japan
42,4,9,2,7,5,4,0,0,0,40,1,United-States
31,4,10,2,1,5,4,0,0,0,40,1,United-States
46,4,5,5,7,1,4,0,0,0,40,0,Ireland
53,4,10,6,4,1,4,0,0,0,54,0,United-States
21,4,12,4,6,3,4,1,0,0,15,0,United-States
48,6,9,2,12,0,4,1,0,0,50,0,United-States
46,4,9,2,1,5,4,0,3103,0,52,1,United-States
30,4,9,2,14,0,4,1,0,0,45,0,United-States
24,4,9,4,1,2,2,1,0,0,40,0,Jamaica
32,4,6,4,3,1,4,1,0,0,50,0,United-States
30,4,9,0,8,1,4,0,0,0,40,0,United-States
57,7,16,0,10,4,4,0,0,0,50,0,United-States
56,4,4,4,1,1,4,1,0,0,40,0,United-States
27,4,9,4,4,1,2,0,0,0,37,0,United-States
38,4,13,2,7,0,4,1,0,0,40,0,Iran
19,4,9,4,1,3,4,1,0,0,40,0,United-States
61,6,10,2,1,0,4,1,0,0,50,1,United-States
49,4,11,0,13,4,4,0,0,0,40,0,United-States
28,4,9,2,3,0,4,1,0,0,38,0,United-States
50,5,14,2,10,0,4,1,0,0,55,1,United-States
43,4,13,2,3,0,4,1,0,0,84,1,United-States
34,4,9,4,7,4,2,0,0,0,48,0,United-States
28,4,7,2,3,0,4,1,0,0,40,0,United-States
31,4,10,2,3,0,4,1,0,0,40,0,United-States
55,4,9,6,7,4,2,0,0,0,44,0,United-States
26,4,13,2,4,5,4,0,0,0,45,1,United-States
51,2,16,2,10,5,2,0,0,0,40,1,United-States
35,4,9,2,3,0,4,1,0,0,40,0,United-States
42,4,12,3,4,4,1,0,0,0,31,0,Laos
63,0,16,2,0,0,4,1,0,0,12,0,United-States
31,4,14,4,10,1,4,1,0,0,30,0,United-States
22,2,9,4,5,3,4,1,0,0,20,0,United-States
67,4,9,0,14,1,4,1,0,0,60,0,United-States
50,0,5,2,0,0,4,1,0,0,50,0,United-States
63,4,9,6,8,4,4,0,0,0,24,0,United-States
31,4,9,2,7,0,4,1,0,0,40,1,United-States
17,4,7,4,10,3,4,1,0,0,40,0,United-States
41,2,9,2,14,0,2,1,0,0,40,0,United-States
53,2,4,2,14,0,4,1,0,0,38,0,United-States
44,2,10,2,11,0,2,1,0,0,99,0,United-States
24,4,13,4,5,1,4,1,0,0,40,0,United-States
35,4,11,0,13,3,4,1,0,0,35,0,United-States
61,4,10,2,13,5,4,0,0,0,40,1,United-States
31,4,12,4,10,2,1,0,0,0,40,0,Philippines
44,4,13,2,13,0,4,1,5178,0,40,1,United-States
56,4,9,2,12,0,4,1,0,0,36,1,United-States
66,4,12,0,1,4,4,0,0,0,40,0,United-States
45,4,10,2,3,0,1,1,0,0,40,0,Vietnam
69,6,13,2,10,0,4,1,20051,0,45,1,United-States
64,4,9,2,3,0,4,1,0,0,40,0,United-States
38,4,9,2,1,5,4,0,0,0,36,1,United-States
43,2,10,5,3,1,2,1,0,0,40,0,United-States
37,4,9,0,3,1,4,1,0,0,49,0,United-States
19,4,9,4,1,3,4,0,0,0,16,0,United-States
59,6,9,2,4,0,4,1,0,0,40,0,United-States
50,1,10,2,1,0,4,1,0,0,40,0,United-States
33,4,13,2,4,0,4,1,0,0,50,1,United-States
56,4,10,2,13,0,4,1,0,0,45,1,United-States
28,4,11,2,12,0,4,1,0,0,40,0,United-States
27,4,9,2,1,5,4,0,0,0,34,0,United-States
42,4,14,2,12,0,1,1,0,0,40,0,?
34,4,9,2,8,0,4,1,0,0,40,0,United-States
19,4,7,4,12,3,4,1,0,0,30,0,United-States
68,6,9,2,4,0,4,1,0,0,40,1,United-States
28,4,14,2,10,0,4,1,0,0,38,1,United-States
81,0,10,6,0,4,4,0,0,0,4,0,United-States
22,6,9,4,5,3,4,1,0,0,40,0,United-States
58,4,12,0,1,1,4,0,0,0,40,0,United-States
31,4,10,4,7,1,4,0,0,0,25,0,United-States
17,2,7,4,11,3,4,1,0,0,30,0,United-States
25,4,10,4,14,1,4,1,10520,0,50,1,United-States
23,4,10,4,8,3,1,0,0,0,23,0,United-States
25,4,8,4,8,2,4,1,0,0,40,0,United-States
47,4,9,4,3,1,4,1,0,0,40,0,United-States
39,4,13,2,4,5,4,0,0,0,60,1,United-States
44,4,9,2,3,0,4,1,0,0,40,0,United-States
46,4,11,2,10,0,4,1,0,0,40,1,United-States
38,6,10,2,5,0,4,1,0,0,35,0,United-States
23,4,9,4,7,3,4,1,0,0,30,0,United-States
34,4,13,3,10,1,4,0,0,0,35,0,United-States
33,4,9,4,3,1,4,1,0,0,40,1,United-States
38,4,9,6,8,4,4,0,0,0,20,0,United-States
52,6,11,2,4,0,4,1,0,0,40,0,United-States
50,4,9,0,12,1,4,0,0,0,33,0,United-States
38,4,13,4,12,1,4,0,0,2444,45,1,United-States
35,4,13,2,8,0,4,1,0,0,40,0,United-States
67,6,16,2,10,0,4,1,10605,0,35,1,United-States
60,4,9,2,7,0,4,1,7688,0,40,1,United-States
44,4,9,4,12,2,4,0,0,0,15,0,United-States
38,6,9,0,5,3,4,1,0,0,50,0,United-States
29,4,9,2,10,0,4,1,0,0,40,1,United-States
65,4,14,2,10,0,4,1,5556,0,50,1,United-States
33,4,12,4,1,1,4,0,0,0,40,0,United-States
29,0,9,4,0,1,4,1,0,0,40,0,United-States
18,4,7,4,12,3,4,0,0,0,30,0,United-States
43,4,15,0,4,1,4,1,0,0,40,0,United-States
42,4,11,0,4,3,0,0,0,0,40,0,United-States
42,4,9,2,14,0,4,1,0,0,40,0,United-States
32,4,9,2,6,0,4,1,0,0,30,0,United-States
36,4,12,4,13,1,4,0,0,0,40,0,United-States
